"Time","L1","L2","L3"
2024-06-07 01:31:00,957,1.17 K,1.54 K
2024-06-07 01:32:00,960,1.09 K,1.15 K
2024-06-07 01:33:00,962,1.10 K,1.58 K
2024-06-07 01:34:00,1.45 K,1.65 K,1.40 K
2024-06-07 01:35:00,543,1.07 K,407
2024-06-07 01:36:00,964,1.28 K,1.55 K
2024-06-07 01:37:00,1.46 K,1.68 K,1.36 K
2024-06-07 01:38:00,2.15 K,2.44 K,2.14 K
2024-06-07 01:39:00,2.31 K,2.61 K,3.96 K
2024-06-07 01:40:00,1.55 K,1.75 K,2.55 K
2024-06-07 01:41:00,964,1.15 K,1.13 K
2024-06-07 01:42:00,967,1.17 K,781
2024-06-07 01:43:00,972,1.05 K,773
2024-06-07 01:44:00,957,940,776
2024-06-07 01:45:00,963,1.04 K,769
2024-06-07 01:46:00,2.04 K,2.41 K,2.13 K
2024-06-07 01:47:00,2.13 K,2.43 K,2.03 K
2024-06-07 01:48:00,1.56 K,1.72 K,2.55 K
2024-06-07 01:49:00,971,1.14 K,1.51 K
2024-06-07 01:50:00,957,1.05 K,853
2024-06-07 01:51:00,970,1.11 K,1.16 K
2024-06-07 01:52:00,967,1.14 K,1.15 K
2024-06-07 01:53:00,962,1.07 K,1.90 K
2024-06-07 01:54:00,2.11 K,2.31 K,2.82 K
2024-06-07 01:55:00,2.07 K,2.34 K,2.79 K
2024-06-07 01:56:00,2.23 K,2.50 K,3.21 K
2024-06-07 01:57:00,959,1.16 K,1.54 K
2024-06-07 01:58:00,956,883,1.52 K
2024-06-07 01:59:00,961,783,1.54 K
2024-06-07 02:00:00,956,797,719
2024-06-07 02:01:00,958,844,1.90 K
2024-06-07 02:02:00,966,755,581
2024-06-07 02:03:00,2.07 K,2.06 K,2.78 K
2024-06-07 02:04:00,2.29 K,2.21 K,2.26 K
2024-06-07 02:05:00,1.51 K,1.45 K,692
2024-06-07 02:06:00,967,633,1.51 K
2024-06-07 02:07:00,954,695,600
2024-06-07 02:08:00,972,746,1.17 K
2024-06-07 02:09:00,965,739,1.19 K
2024-06-07 02:10:00,968,629,392
2024-06-07 02:11:00,2.12 K,2.03 K,1.66 K
2024-06-07 02:12:00,2.22 K,2.16 K,2.23 K
2024-06-07 02:13:00,1.55 K,1.50 K,1.84 K
2024-06-07 02:14:00,962,594,950
2024-06-07 02:15:00,967,808,1.41 K
2024-06-07 02:16:00,955,641,410
2024-06-07 02:17:00,952,620,415
2024-06-07 02:18:00,957,630,539
2024-06-07 02:19:00,2.12 K,2.05 K,1.69 K
2024-06-07 02:20:00,2.09 K,2.06 K,2.55 K
2024-06-07 02:21:00,2.18 K,2.14 K,2.13 K
2024-06-07 02:22:00,976,631,1.39 K
2024-06-07 02:23:00,972,570,1.85 K
2024-06-07 02:24:00,976,699,2.21 K
2024-06-07 02:25:00,971,605,1.88 K
2024-06-07 02:26:00,969,663,765
2024-06-07 02:27:00,964,612,1.13 K
2024-06-07 02:28:00,2.05 K,1.98 K,2.39 K
2024-06-07 02:29:00,2.31 K,2.21 K,2.01 K
2024-06-07 02:30:00,1.58 K,1.28 K,1.76 K
2024-06-07 02:31:00,965,575,1.50 K
2024-06-07 02:32:00,958,610,1.13 K
2024-06-07 02:33:00,958,673,713
2024-06-07 02:34:00,957,701,1.14 K
2024-06-07 02:35:00,968,611,755
2024-06-07 02:36:00,2.06 K,1.94 K,2.74 K
2024-06-07 02:37:00,2.04 K,2.00 K,2.42 K
2024-06-07 02:38:00,1.49 K,1.47 K,1.78 K
2024-06-07 02:39:00,962,597,1.54 K
2024-06-07 02:40:00,941,627,407
2024-06-07 02:41:00,949,616,1.15 K
2024-06-07 02:42:00,940,777,1.53 K
2024-06-07 02:43:00,947,708,1.21 K
2024-06-07 02:44:00,962,590,1.61 K
2024-06-07 02:45:00,2.04 K,1.99 K,2.75 K
2024-06-07 02:46:00,2.25 K,2.22 K,2.62 K
2024-06-07 02:47:00,744,733,1.89 K
2024-06-07 02:48:00,731,752,1.51 K
2024-06-07 02:49:00,737,607,1.23 K
2024-06-07 02:50:00,745,794,1.14 K
2024-06-07 02:51:00,1.31 K,1.47 K,2.14 K
2024-06-07 02:52:00,541,703,1.88 K
2024-06-07 02:53:00,961,754,763
2024-06-07 02:54:00,1.53 K,1.21 K,1.74 K
2024-06-07 02:55:00,2.15 K,1.97 K,1.51 K
2024-06-07 02:56:00,2.25 K,2.12 K,1.48 K
2024-06-07 02:57:00,1.56 K,1.37 K,1.83 K
2024-06-07 02:58:00,965,680,1.39 K
2024-06-07 02:59:00,953,651,786
2024-06-07 03:00:00,975,778,1.46 K
2024-06-07 03:01:00,968,831,780
2024-06-07 03:02:00,979,784,789
2024-06-07 03:03:00,2.02 K,2.05 K,2.46 K
2024-06-07 03:04:00,2.28 K,2.21 K,1.58 K
2024-06-07 03:05:00,1.54 K,1.47 K,1.72 K
2024-06-07 03:06:00,974,653,790
2024-06-07 03:07:00,963,687,216
2024-06-07 03:08:00,541,652,1.92 K
2024-06-07 03:09:00,761,760,23.5
2024-06-07 03:10:00,1.29 K,1.28 K,1.45 K
2024-06-07 03:11:00,1.31 K,1.52 K,2.94 K
2024-06-07 03:12:00,1.35 K,1.40 K,1.52 K
2024-06-07 03:13:00,968,630,1.99 K
2024-06-07 03:14:00,958,739,424
2024-06-07 03:15:00,1.52 K,1.06 K,1.10 K
2024-06-07 03:16:00,2.05 K,1.32 K,1.28 K
2024-06-07 03:17:00,2.26 K,1.51 K,1.46 K
2024-06-07 03:18:00,1.54 K,690,685
2024-06-07 03:19:00,982,0.0439,-0.284
2024-06-07 03:20:00,982,0.0164,-0.416
2024-06-07 03:21:00,982,0.0545,-0.416
2024-06-07 03:22:00,970,0.0863,-0.318
2024-06-07 03:23:00,975,0.126,-0.0366
2024-06-07 03:24:00,2.06 K,1.32 K,1.32 K
2024-06-07 03:25:00,2.10 K,1.35 K,1.32 K
2024-06-07 03:26:00,2.16 K,1.40 K,1.38 K
2024-06-07 03:27:00,973,0.0249,-0.00924
2024-06-07 03:28:00,970,0.0375,-0.0641
2024-06-07 03:29:00,959,0.0550,0.0550
2024-06-07 03:30:00,960,0.104,0.0561
2024-06-07 03:31:00,960,0.225,-0.0290
2024-06-07 03:32:00,1.54 K,684,639
2024-06-07 03:33:00,2.08 K,1.34 K,1.27 K
2024-06-07 03:34:00,2.23 K,1.49 K,1.47 K
2024-06-07 03:35:00,960,0.228,-0.0229
2024-06-07 03:36:00,964,0.227,-0.0928
2024-06-07 03:37:00,958,0.218,-0.103
2024-06-07 03:38:00,959,0.234,-0.108
2024-06-07 03:39:00,970,0.226,-0.106
2024-06-07 03:40:00,959,0.227,-0.0931
2024-06-07 03:41:00,2.05 K,1.33 K,1.31 K
2024-06-07 03:42:00,2.28 K,1.55 K,1.55 K
2024-06-07 03:43:00,1.54 K,710,720
2024-06-07 03:44:00,958,0.262,-0.354
2024-06-07 03:45:00,959,0.322,-0.0613
2024-06-07 03:46:00,946,0.276,0.0172
2024-06-07 03:47:00,947,0.297,0.0136
2024-06-07 03:48:00,947,0.308,0.0172
2024-06-07 03:49:00,2.04 K,1.37 K,1.39 K
2024-06-07 03:50:00,2.01 K,1.31 K,1.34 K
2024-06-07 03:51:00,2.16 K,1.45 K,1.46 K
2024-06-07 03:52:00,946,0.302,-0.0707
2024-06-07 03:53:00,954,0.271,-0.0747
2024-06-07 03:54:00,949,0.306,0.0169
2024-06-07 03:55:00,954,3.10 K,15.8
2024-06-07 03:56:00,940,3.09 K,2.58 K
2024-06-07 03:57:00,949,3.10 K,2.59 K
2024-06-07 03:58:00,2.00 K,4.42 K,3.87 K
2024-06-07 03:59:00,2.29 K,3.89 K,4.07 K
2024-06-07 04:00:00,1.52 K,2.31 K,3.33 K
2024-06-07 04:01:00,954,2.08 K,2.65 K
2024-06-07 04:02:00,1.84,1.70 K,2.61 K
2024-06-07 04:03:00,1.78,1.33 K,2.64 K
2024-06-07 04:04:00,422,1.86 K,2.65 K
2024-06-07 04:05:00,430,2.32 K,2.62 K
2024-06-07 04:06:00,636,806,2.62 K
2024-06-07 04:07:00,858,1.17 K,2.64 K
2024-06-07 04:08:00,845,237,2.29 K
2024-06-07 04:09:00,1.73 K,2.48 K,3.19 K
2024-06-07 04:10:00,1.74 K,2.89 K,2.94 K
2024-06-07 04:11:00,1.70 K,1.37 K,1.37 K
2024-06-07 04:12:00,1.72 K,1.36 K,1.35 K
2024-06-07 04:13:00,1.70 K,1.36 K,1.35 K
2024-06-07 04:14:00,1.71 K,1.35 K,1.35 K
2024-06-07 04:15:00,1.69 K,1.34 K,1.33 K
2024-06-07 04:16:00,1.70 K,1.35 K,1.34 K
2024-06-07 04:17:00,1.69 K,1.34 K,1.34 K
2024-06-07 04:18:00,1.68 K,1.35 K,1.34 K
2024-06-07 04:19:00,1.69 K,1.35 K,1.34 K
2024-06-07 04:20:00,1.67 K,1.35 K,1.34 K
2024-06-07 04:21:00,1.68 K,1.36 K,1.36 K
2024-06-07 04:22:00,1.68 K,1.36 K,1.36 K
2024-06-07 04:23:00,1.68 K,1.36 K,1.36 K
2024-06-07 04:24:00,1.68 K,1.36 K,1.36 K
2024-06-07 04:25:00,1.07 K,680,679
2024-06-07 04:26:00,426,0.339,-0.0624
2024-06-07 04:27:00,432,0.319,-0.0555
2024-06-07 04:28:00,1.46 K,1.12 K,1.08 K
2024-06-07 04:29:00,2.29 K,2.05 K,1.97 K
2024-06-07 04:30:00,2.33 K,1.69 K,1.66 K
2024-06-07 04:31:00,2.17 K,1.53 K,1.51 K
2024-06-07 04:32:00,2.17 K,1.52 K,1.47 K
2024-06-07 04:33:00,2.15 K,1.50 K,1.48 K
2024-06-07 04:34:00,2.12 K,1.44 K,1.38 K
2024-06-07 04:35:00,2.09 K,1.41 K,1.37 K
2024-06-07 04:36:00,2.04 K,1.40 K,1.38 K
2024-06-07 04:37:00,2.01 K,1.37 K,1.34 K
2024-06-07 04:38:00,2.00 K,1.36 K,1.32 K
2024-06-07 04:39:00,2.01 K,1.34 K,1.29 K
2024-06-07 04:40:00,1.98 K,1.32 K,1.29 K
2024-06-07 04:41:00,1.95 K,1.30 K,1.27 K
2024-06-07 04:42:00,1.97 K,1.30 K,1.28 K
2024-06-07 04:43:00,1.39 K,650,643
2024-06-07 04:44:00,1.40 K,655,645
2024-06-07 04:45:00,1.42 K,663,654
2024-06-07 04:46:00,1.40 K,653,646
2024-06-07 04:47:00,1.38 K,637,638
2024-06-07 04:48:00,1.38 K,656,661
2024-06-07 04:49:00,1.37 K,646,653
2024-06-07 04:50:00,1.34 K,651,633
2024-06-07 04:51:00,837,0.429,-0.0787
2024-06-07 04:52:00,837,0.394,-0.113
2024-06-07 04:53:00,835,0.378,-0.117
2024-06-07 04:54:00,845,0.401,-0.120
2024-06-07 04:55:00,1.35 K,641,641
2024-06-07 04:56:00,1.93 K,1.31 K,1.29 K
2024-06-07 04:57:00,2.03 K,1.46 K,1.46 K
2024-06-07 04:58:00,1.39 K,673,674
2024-06-07 04:59:00,848,0.316,-0.401
2024-06-07 05:00:00,851,0.400,-0.135
2024-06-07 05:01:00,858,0.389,-0.141
2024-06-07 05:02:00,855,0.373,-0.0597
2024-06-07 05:03:00,854,0.366,-0.0580
2024-06-07 05:04:00,1.92 K,1.31 K,1.31 K
2024-06-07 05:05:00,1.95 K,1.34 K,1.34 K
2024-06-07 05:06:00,1.40 K,681,678
2024-06-07 05:07:00,849,0.371,0.0272
2024-06-07 05:08:00,844,0.349,0.0202
2024-06-07 05:09:00,845,0.336,0.00823
2024-06-07 05:10:00,850,0.358,0.0142
2024-06-07 05:11:00,848,0.352,0.0303
2024-06-07 05:12:00,1.93 K,1.34 K,1.32 K
2024-06-07 05:13:00,1.91 K,1.33 K,1.30 K
2024-06-07 05:14:00,1.43 K,708,702
2024-06-07 05:15:00,851,0.364,0.0208
2024-06-07 05:16:00,858,0.363,0.0180
2024-06-07 05:17:00,858,0.359,0.0252
2024-06-07 05:18:00,854,0.340,0.0261
2024-06-07 05:19:00,856,0.364,0.0208
2024-06-07 05:20:00,1.44 K,716,697
2024-06-07 05:21:00,1.92 K,1.32 K,1.27 K
2024-06-07 05:22:00,2.10 K,1.50 K,1.45 K
2024-06-07 05:23:00,852,0.326,-0.308
2024-06-07 05:24:00,850,0.335,-0.301
2024-06-07 05:25:00,850,0.371,0.0107
2024-06-07 05:26:00,851,0.384,0.0112
2024-06-07 05:27:00,854,0.357,-0.00132
2024-06-07 05:28:00,847,0.349,0.00112
2024-06-07 05:29:00,1.93 K,1.34 K,1.32 K
2024-06-07 05:30:00,1.97 K,1.38 K,1.37 K
2024-06-07 05:31:00,1.41 K,689,685
2024-06-07 05:32:00,851,0.346,-0.00689
2024-06-07 05:33:00,852,0.377,0.00532
2024-06-07 05:34:00,852,0.389,0.00533
2024-06-07 05:35:00,852,0.377,-0.000552
2024-06-07 05:36:00,855,0.365,-0.00664
2024-06-07 05:37:00,1.32 K,695,690
2024-06-07 05:38:00,1.93 K,1.31 K,1.28 K
2024-06-07 05:39:00,2.14 K,1.54 K,1.48 K
2024-06-07 05:40:00,862,0.366,0.00498
2024-06-07 05:41:00,858,0.333,-0.00847
2024-06-07 05:42:00,856,0.333,0.0103
2024-06-07 05:43:00,861,0.336,0.000708
2024-06-07 05:44:00,854,0.358,0.0126
2024-06-07 05:45:00,854,0.359,0.0224
2024-06-07 05:46:00,1.95 K,1.34 K,1.31 K
2024-06-07 05:47:00,1.93 K,1.33 K,1.28 K
2024-06-07 05:48:00,1.42 K,691,680
2024-06-07 05:49:00,855,0.303,-0.292
2024-06-07 05:50:00,856,0.330,0.0209
2024-06-07 05:51:00,855,0.343,0.000340
2024-06-07 05:52:00,853,0.320,0.0132
2024-06-07 05:53:00,862,0.301,-0.0696
2024-06-07 05:54:00,847,0.348,0.0126
2024-06-07 05:55:00,1.93 K,1.32 K,1.29 K
2024-06-07 05:56:00,2.12 K,1.54 K,1.45 K
2024-06-07 05:57:00,989,167,157
2024-06-07 05:58:00,845,0.333,-0.0297
2024-06-07 05:59:00,847,0.342,-0.0281
2024-06-07 06:00:00,848,0.332,-0.0326
2024-06-07 06:01:00,840,0.343,-0.0352
2024-06-07 06:02:00,837,0.316,-0.0256
2024-06-07 06:03:00,1.91 K,1.39 K,1.37 K
2024-06-07 06:04:00,1.92 K,1.34 K,1.28 K
2024-06-07 06:05:00,2.03 K,1.48 K,1.45 K
2024-06-07 06:06:00,825,0.346,0.0544
2024-06-07 06:07:00,825,0.360,0.0429
2024-06-07 06:08:00,819,0.357,0.0361
2024-06-07 06:09:00,835,0.332,0.0945
2024-06-07 06:10:00,840,0.335,0.100
2024-06-07 06:11:00,834,0.297,-0.211
2024-06-07 06:12:00,1.91 K,1.34 K,1.36 K
2024-06-07 06:13:00,1.92 K,1.34 K,1.34 K
2024-06-07 06:14:00,1.41 K,710,706
2024-06-07 06:15:00,838,0.343,-0.295
2024-06-07 06:16:00,844,0.323,-0.307
2024-06-07 06:17:00,847,0.369,-0.00179
2024-06-07 06:18:00,846,0.371,0.0111
2024-06-07 06:19:00,841,0.367,0.0260
2024-06-07 06:20:00,854,0.359,-0.0709
2024-06-07 06:21:00,1.94 K,1.31 K,1.31 K
2024-06-07 06:22:00,2.14 K,1.53 K,1.52 K
2024-06-07 06:23:00,1.41 K,678,687
2024-06-07 06:24:00,846,0.386,-0.156
2024-06-07 06:25:00,862,0.355,-0.151
2024-06-07 06:26:00,854,0.346,-0.0985
2024-06-07 06:27:00,850,0.346,-0.103
2024-06-07 06:28:00,847,0.342,-0.123
2024-06-07 06:29:00,1.33 K,667,669
2024-06-07 06:30:00,1.94 K,1.30 K,1.30 K
2024-06-07 06:31:00,2.11 K,1.48 K,1.50 K
2024-06-07 06:32:00,869,0.323,-0.115
2024-06-07 06:33:00,872,0.317,-0.111
2024-06-07 06:34:00,853,0.378,-0.167
2024-06-07 06:35:00,848,0.384,-0.161
2024-06-07 06:36:00,843,0.433,-0.176
2024-06-07 06:37:00,851,0.411,-0.161
2024-06-07 06:38:00,1.96 K,1.34 K,1.30 K
2024-06-07 06:39:00,1.91 K,1.32 K,1.28 K
2024-06-07 06:40:00,1.45 K,718,691
2024-06-07 06:41:00,852,0.351,-0.0880
2024-06-07 06:42:00,842,0.377,-0.0845
2024-06-07 06:43:00,838,0.362,-0.102
2024-06-07 06:44:00,855,0.363,-0.0902
2024-06-07 06:45:00,854,0.318,-0.381
2024-06-07 06:46:00,858,0.324,-0.385
2024-06-07 06:47:00,1.96 K,1.35 K,1.28 K
2024-06-07 06:48:00,2.02 K,1.39 K,1.33 K
2024-06-07 06:49:00,1.42 K,685,662
2024-06-07 06:50:00,866,0.383,-0.0640
2024-06-07 06:51:00,862,0.390,-0.0769
2024-06-07 06:52:00,861,0.377,-0.0644
2024-06-07 06:53:00,862,0.361,-0.0824
2024-06-07 06:54:00,863,0.392,-0.0778
2024-06-07 06:55:00,862,0.370,-0.0735
2024-06-07 06:56:00,1.94 K,1.32 K,1.27 K
2024-06-07 06:57:00,2.14 K,1.55 K,1.50 K
2024-06-07 06:58:00,1.40 K,689,671
2024-06-07 06:59:00,858,0.381,-0.0738
2024-06-07 07:00:00,858,0.405,-0.145
2024-06-07 07:01:00,853,0.378,-0.0662
2024-06-07 07:02:00,849,0.402,-0.162
2024-06-07 07:03:00,838,0.385,-0.162
2024-06-07 07:04:00,1.33 K,702,715
2024-06-07 07:05:00,1.91 K,1.30 K,1.32 K
2024-06-07 07:06:00,2.10 K,1.51 K,1.50 K
2024-06-07 07:07:00,845,0.443,-0.158
2024-06-07 07:08:00,841,0.421,-0.144
2024-06-07 07:09:00,850,0.410,-0.169
2024-06-07 07:10:00,840,0.361,-0.466
2024-06-07 07:11:00,846,0.348,-0.389
2024-06-07 07:12:00,852,0.304,-0.461
2024-06-07 07:13:00,1.94 K,1.35 K,1.30 K
2024-06-07 07:14:00,1.91 K,1.31 K,1.28 K
2024-06-07 07:15:00,1.48 K,712,665
2024-06-07 07:16:00,865,0.396,-0.169
2024-06-07 07:17:00,859,0.401,-0.165
2024-06-07 07:18:00,857,0.379,-0.165
2024-06-07 07:19:00,851,0.393,-0.0749
2024-06-07 07:20:00,844,0.413,-0.168
2024-06-07 07:21:00,855,0.418,-0.163
2024-06-07 07:22:00,1.94 K,1.35 K,1.30 K
2024-06-07 07:23:00,1.99 K,1.45 K,1.32 K
2024-06-07 07:24:00,1.42 K,713,648
2024-06-07 07:25:00,847,0.427,-0.154
2024-06-07 07:26:00,857,0.378,-0.150
2024-06-07 07:27:00,847,0.377,-0.0636
2024-06-07 07:28:00,845,0.377,-0.0724
2024-06-07 07:29:00,845,0.391,-0.0705
2024-06-07 07:30:00,849,0.374,-0.0720
2024-06-07 07:31:00,1.88 K,1.37 K,1.31 K
2024-06-07 07:32:00,2.09 K,1.53 K,1.52 K
2024-06-07 07:33:00,1.41 K,730,702
2024-06-07 07:34:00,837,0.420,-0.0910
2024-06-07 07:35:00,830,0.351,-0.394
2024-06-07 07:36:00,834,0.365,-0.386
2024-06-07 07:37:00,532,0.348,-0.369
2024-06-07 07:38:00,535,0.422,-0.0741
2024-06-07 07:39:00,538,0.416,-0.0607
2024-06-07 07:40:00,536,0.411,-0.0494
2024-06-07 07:41:00,537,0.394,-0.0492
2024-06-07 07:42:00,539,0.371,-0.0551
2024-06-07 07:43:00,534,0.387,-0.0641
2024-06-07 07:44:00,530,0.366,-0.0511
2024-06-07 07:45:00,530,0.392,-0.0570
2024-06-07 07:46:00,532,0.374,-0.0556
2024-06-07 07:47:00,525,0.374,-0.0674
2024-06-07 07:48:00,522,0.337,-0.362
2024-06-07 07:49:00,535,0.335,-0.378
2024-06-07 07:50:00,539,0.332,-0.369
2024-06-07 07:51:00,542,0.301,-0.371
2024-06-07 07:52:00,543,0.313,-0.367
2024-06-07 07:53:00,541,0.289,-0.371
2024-06-07 07:54:00,544,0.314,-0.371
2024-06-07 07:55:00,544,0.323,-0.373
2024-06-07 07:56:00,545,0.242,-0.351
2024-06-07 07:57:00,540,0.248,-0.339
2024-06-07 07:58:00,545,0.335,-0.358
2024-06-07 07:59:00,544,0.326,-0.361
2024-06-07 08:00:00,545,0.327,-0.348
2024-06-07 08:01:00,541,0.318,-0.363
2024-06-07 08:02:00,541,0.321,-0.358
2024-06-07 08:03:00,538,0.315,-0.360
2024-06-07 08:04:00,543,0.385,-0.162
2024-06-07 08:05:00,543,0.390,-0.0647
2024-06-07 08:06:00,541,0.396,-0.0605
2024-06-07 08:07:00,539,0.394,-0.0597
2024-06-07 08:08:00,546,0.410,-0.0724
2024-06-07 08:09:00,1.20 K,709,687
2024-06-07 08:10:00,1.85 K,1.40 K,1.36 K
2024-06-07 08:11:00,1.86 K,1.41 K,1.36 K
2024-06-07 08:12:00,1.88 K,1.41 K,1.36 K
2024-06-07 08:13:00,1.88 K,1.42 K,1.37 K
2024-06-07 08:14:00,1.89 K,1.43 K,1.37 K
2024-06-07 08:15:00,1.91 K,1.43 K,1.38 K
2024-06-07 08:16:00,1.88 K,1.42 K,1.37 K
2024-06-07 08:17:00,1.87 K,1.41 K,1.36 K
2024-06-07 08:18:00,1.88 K,1.40 K,1.35 K
2024-06-07 08:19:00,1.86 K,1.41 K,1.36 K
2024-06-07 08:20:00,1.87 K,1.40 K,1.35 K
2024-06-07 08:21:00,553,0.317,-0.387
2024-06-07 08:22:00,544,0.332,-0.377
2024-06-07 08:23:00,548,0.314,-0.376
2024-06-07 08:24:00,2.43 K,2.16 K,2.02 K
2024-06-07 08:25:00,2.21 K,1.94 K,1.83 K
2024-06-07 08:26:00,2.45 K,1.75 K,1.66 K
2024-06-07 08:27:00,2.51 K,1.81 K,1.75 K
2024-06-07 08:28:00,2.46 K,1.69 K,1.69 K
2024-06-07 08:29:00,2.36 K,1.58 K,1.61 K